Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,Read Count,Owned Copies,clean_genre_list,date_read,date_added,Title_shorten,book_title,timelines,add_to_tbr_dt,start_reading_dt,finish_reading_dt,genre_list,is_nonfiction,is_fiction,genre_list_trf,year_read,month_read,year_added,month_added
53605067,The Data Detective: Ten Easy Rules to Make Sense of Statistics,Tim Harford,"Harford, Tim",,"=""""","=""""",4,4.15,Riverhead Books,Kindle Edition,334.0,2021.0,2020.0,2021/04/17,2021/04/17,,,read,1,0,"['Nonfiction', 'Science', 'Economics', 'Business', 'Psychology', 'Audiobook', 'History']",2021-04-17,2021-04-17,The Data Detective: Ten Easy Rules to Make Sense of Statistics,The Data Detective: Ten Easy Rules to Make Sense of Statistics,"['Started Reading', 'April 17, 2021 – Shelved', 'April 17, 2021 –  Finished Reading']",,,2021-04-17,"['Nonfiction', 'Science', 'Economics', 'Business', 'Psychology', 'Audiobook', 'History']",1,0,"['Science', 'Economics', 'Business', 'Psychology', 'Audiobook', 'History']",2021.0,4.0,2021,4
34912895,The Great Alone,Kristin Hannah,"Hannah, Kristin",,"=""""","=""""",0,4.37,St. Martin's Press,Kindle Edition,435.0,2018.0,2018.0,,2021/03/14,to-read,to-read (#113),to-read,0,0,"['Fiction', 'Historical', 'Audiobook', 'Adult', 'Romance', 'Adult Fiction', 'Contemporary', 'Book Club', 'Family']",,2021-03-14,The Great Alone,The Great Alone,"['March 14, 2021 – Shelved as: to-read', 'March 14, 2021 – Shelved']",2021-03-14,,,"['Fiction', 'Historical', 'Audiobook', 'Adult', 'Romance', 'Adult Fiction', 'Contemporary', 'Book Club', 'Family']",0,1,"['Historical', 'Audiobook', 'Adult', 'Romance', 'Adult Fiction', 'Contemporary', 'Book Club', 'Family']",,,2021,3
28114551,Florence Nightingale: The Courageous Life of the Legendary Nurse,Catherine Reef,"Reef, Catherine",,"=""0544535804""","=""9780544535800""",0,3.85,Clarion Books,Hardcover,192.0,2016.0,2016.0,,2021/03/14,to-read,to-read (#112),to-read,0,0,"['Nonfiction', 'Biography', 'History', 'Historical', 'Childrens', 'Medical', 'Young Adult', 'War', 'Biography Memoir', 'Family']",,2021-03-14,Florence Nightingale: The Courageous Life of the Legendary Nurse,Florence Nightingale: The Courageous Life of the Legendary Nurse,"['March 14, 2021 – Shelved as: to-read', 'March 14, 2021 – Shelved']",2021-03-14,,,"['Nonfiction', 'Biography', 'History', 'Historical', 'Childrens', 'Medical', 'Young Adult', 'War', 'Biography Memoir', 'Family']",1,0,"['Biography', 'History', 'Historical', 'Childrens', 'Medical', 'Young Adult', 'War', 'Biography Memoir', 'Family']",,,2021,3
56893025,Rapijali 1: Mencari,Dee Lestari,"Lestari, Dee",,"=""""","=""""",4,4.06,Storial,ebook,368.0,2021.0,2021.0,,2021/02/28,,,read,1,0,"['Novels', 'Fiction', 'Asian Literature', 'Young Adult', 'Romance']",,2021-02-28,Rapijali 1: Mencari,Rapijali 1: Mencari,"['Started Reading', '2021 –  Finished Reading', 'February 28, 2021 – Shelved']",,,2021-01-01,"['Novels', 'Fiction', 'Asian Literature', 'Young Adult', 'Romance']",0,1,"['Novels', 'Asian Literature', 'Young Adult', 'Romance']",,,2021,2
44442025,The Joy of Missing Out: Live More by Doing Less,Tonya Dalton,"Dalton, Tonya",,"=""1400214335""","=""9781400214334""",0,3.87,Thomas Nelson,Hardcover,240.0,2019.0,2019.0,,2021/02/27,to-read,to-read (#111),to-read,0,0,"['Nonfiction', 'Self Help', 'Productivity', 'Audiobook', 'Business', 'Psychology', 'Health', 'Adult', 'Unfinished']",,2021-02-27,The Joy of Missing Out: Live More by Doing Less,The Joy of Missing Out: Live More by Doing Less,"['February 27, 2021 – Shelved as: to-read', 'February 27, 2021 – Shelved']",2021-02-27,,,"['Nonfiction', 'Self Help', 'Productivity', 'Audiobook', 'Business', 'Psychology', 'Health', 'Adult', 'Unfinished']",1,0,"['Self Help', 'Productivity', 'Audiobook', 'Business', 'Psychology', 'Health', 'Adult', 'Unfinished']",,,2021,2
48526390,"The Girl Beneath the Sea (Underwater Investigation Unit, #1)",Andrew Mayne,"Mayne, Andrew",,"=""""","=""""",4,4.05,Thomas & Mercer,Kindle Edition,328.0,2020.0,2020.0,2021/02/14,2021/02/14,,,read,1,0,"['Mystery', 'Fiction', 'Thriller', 'Suspense', 'Audiobook', 'Adventure', 'Contemporary']",2021-02-14,2021-02-14,The Girl Beneath the Sea,The Girl Beneath the Sea,"['Started Reading', 'February 14, 2021 – Shelved', 'February 14, 2021 –  Finished Reading']",,,2021-02-14,"['Mystery', 'Fiction', 'Thriller', 'Suspense', 'Audiobook', 'Adventure', 'Contemporary']",0,1,"['Mystery', 'Thriller', 'Suspense', 'Audiobook', 'Adventure', 'Contemporary']",2021.0,2.0,2021,2
42099289,The Moment of Lift: How Empowering Women Changes the World,Melinda French Gates,"Gates, Melinda French",,"=""""","=""""",3,4.29,Flatiron Books,Kindle Edition,288.0,2019.0,2019.0,2021/02/13,2019/11/22,,,read,1,0,"['Nonfiction', 'Feminism', 'Audiobook', 'Autobiography', 'Womens', 'Biography', 'Self Help', 'Business', 'Leadership', 'Social Movements']",2021-02-13,2019-11-22,The Moment of Lift: How Empowering Women Changes the World,The Moment of Lift: How Empowering Women Changes the World,"['November 22, 2019 – Shelved as: to-read', 'November 22, 2019 – Shelved', 'February  6, 2021 –  Started Reading', 'February 13, 2021 –  Finished Reading']",2019-11-22,2021-02-06,2021-02-13,"['Nonfiction', 'Feminism', 'Audiobook', 'Autobiography', 'Womens', 'Biography', 'Self Help', 'Business', 'Leadership', 'Social Movements']",1,0,"['Feminism', 'Audiobook', 'Autobiography', 'Womens', 'Biography', 'Self Help', 'Business', 'Leadership', 'Social Movements']",2021.0,2.0,2019,11
55238787,People Skills for Analytical Thinkers,Gilbert Eijkelenboom,"Eijkelenboom, Gilbert",,"=""""","=""""",0,4.21,,ebook,123.0,2020.0,,,2021/02/08,to-read,to-read (#110),to-read,0,0,"['Language', 'Self Help', 'Psychology', 'Business', 'Nonfiction']",,2021-02-08,People Skills for Analytical Thinkers,People Skills for Analytical Thinkers,"['February  8, 2021 – Shelved as: to-read', 'February  8, 2021 – Shelved']",2021-02-08,,,"['Language', 'Self Help', 'Psychology', 'Business', 'Nonfiction']",1,0,"['Language', 'Self Help', 'Psychology', 'Business']",,,2021,2
51158503,"Black Coral (Underwater Investigation Unit, #2)",Andrew Mayne,"Mayne, Andrew",,"=""""","=""""",0,4.42,Thomas & Mercer,Kindle Edition,317.0,2021.0,2021.0,,2021/02/07,to-read,to-read (#109),to-read,0,0,"['Mystery', 'Thriller', 'Fiction', 'Audiobook', 'Adventure', 'Suspense', 'Action']",,2021-02-07,Black Coral,Black Coral,"['February  7, 2021 – Shelved', 'February  7, 2021 – Shelved as: to-read']",2021-02-07,,,"['Mystery', 'Thriller', 'Fiction', 'Audiobook', 'Adventure', 'Suspense', 'Action']",0,1,"['Mystery', 'Thriller', 'Audiobook', 'Adventure', 'Suspense', 'Action']",,,2021,2
52609381,The Power of Writing It Down: A Simple Habit to Unlock Your Brain and Reimagine Your Life,Allison Fallon,"Fallon, Allison",,"=""0310359341""","=""9780310359340""",0,3.91,Zondervan,Hardcover,224.0,2021.0,2021.0,,2021/02/07,to-read,to-read (#108),to-read,0,0,"['Nonfiction', 'Language', 'Self Help', 'Psychology', 'Audiobook', 'Business', 'Relationships', 'Productivity', 'Humanities']",,2021-02-07,The Power of Writing It Down: A Simple Habit to Unlock Your Brain and Reimagine Your Life,The Power of Writing It Down: A Simple Habit to Unlock Your Brain and Reimagine Your Life,"['February  7, 2021 – Shelved', 'February  7, 2021 – Shelved as: to-read']",2021-02-07,,,"['Nonfiction', 'Language', 'Self Help', 'Psychology', 'Audiobook', 'Business', 'Relationships', 'Productivity', 'Humanities']",1,0,"['Language', 'Self Help', 'Psychology', 'Audiobook', 'Business', 'Relationships', 'Productivity', 'Humanities']",,,2021,2
53330118,"Chatter: The Voice in Our Head, Why It Matters, and How to Harness It",Ethan Kross,"Kross, Ethan",,"=""0525575235""","=""9780525575238""",0,4.0,Crown Publishing Group,Hardcover,272.0,2021.0,2021.0,,2021/02/07,to-read,to-read (#107),to-read,0,0,"['Nonfiction', 'Psychology', 'Self Help', 'Science', 'Audiobook', 'Health', 'Adult', 'Productivity']",,2021-02-07,"Chatter: The Voice in Our Head, Why It Matters, and How to Harness It","Chatter: The Voice in Our Head, Why It Matters, and How to Harness It","['February  7, 2021 – Shelved', 'February  7, 2021 – Shelved as: to-read']",2021-02-07,,,"['Nonfiction', 'Psychology', 'Self Help', 'Science', 'Audiobook', 'Health', 'Adult', 'Productivity']",1,0,"['Psychology', 'Self Help', 'Science', 'Audiobook', 'Health', 'Adult', 'Productivity']",,,2021,2
48904521,Social Chemistry: Decoding the Elements of Human Connection,Marissa King,"King, Marissa",,"=""1524743801""","=""9781524743802""",0,3.7,Dutton,Hardcover,368.0,2021.0,2021.0,,2021/02/07,to-read,to-read (#106),to-read,0,0,"['Nonfiction', 'Psychology', 'Business', 'Science', 'Leadership', 'Sociology', 'Self Help', 'Relationships', 'Philosophy', 'Language']",,2021-02-07,Social Chemistry: Decoding the Elements of Human Connection,Social Chemistry: Decoding the Elements of Human Connection,"['February  7, 2021 – Shelved as: to-read', 'February  7, 2021 – Shelved']",2021-02-07,,,"['Nonfiction', 'Psychology', 'Business', 'Science', 'Leadership', 'Sociology', 'Self Help', 'Relationships', 'Philosophy', 'Language']",1,0,"['Psychology', 'Business', 'Science', 'Leadership', 'Sociology', 'Self Help', 'Relationships', 'Philosophy', 'Language']",,,2021,2
53568397,The Midnight Library,Matt Haig,"Haig, Matt",,"=""""","=""""",4,4.06,Viking ,Kindle Edition,289.0,2020.0,2020.0,2021/02/03,2020/08/25,,,read,1,0,"['Fantasy', 'Contemporary', 'Audiobook', 'Magical Realism', 'Adult', 'Health', 'Science Fiction', 'Adult Fiction', 'Writing', 'Book Club']",2021-02-03,2020-08-25,The Midnight Library,The Midnight Library,"['August 25, 2020 – Shelved as: to-read', 'August 25, 2020 – Shelved', 'February  1, 2021 –  Started Reading', 'February  3, 2021 –  Finished Reading']",2020-08-25,2021-02-01,2021-02-03,"['Fantasy', 'Contemporary', 'Audiobook', 'Magical Realism', 'Adult', 'Health', 'Science Fiction', 'Adult Fiction', 'Writing', 'Book Club']",0,0,"['Fantasy', 'Contemporary', 'Audiobook', 'Magical Realism', 'Adult', 'Health', 'Science Fiction', 'Adult Fiction', 'Writing', 'Book Club']",2021.0,2.0,2020,8
17288649,Creative Confidence: Unleashing the Creative Potential Within Us All,Tom Kelley,"Kelley, Tom",David Kelley,"=""038534936X""","=""9780385349369""",3,3.99,Crown Business,Hardcover,288.0,2013.0,2013.0,2021/01/30,2020/02/01,,,read,1,0,"['Design', 'Nonfiction', 'Business', 'Self Help', 'Art', 'Psychology', 'Leadership', 'Education']",2021-01-30,2020-02-01,Creative Confidence: Unleashing the Creative Potential Within Us All,Creative Confidence: Unleashing the Creative Potential Within Us All,"['February  1, 2020 – Shelved as: to-read', 'February  1, 2020 – Shelved', 'Started Reading', 'January 30, 2021 –  Finished Reading']",2020-02-01,,2021-01-30,"['Design', 'Nonfiction', 'Business', 'Self Help', 'Art', 'Psychology', 'Leadership', 'Education']",1,0,"['Design', 'Business', 'Self Help', 'Art', 'Psychology', 'Leadership', 'Education']",2021.0,1.0,2020,2
18693884,How Not to Be Wrong: The Power of Mathematical Thinking,Jordan Ellenberg,"Ellenberg, Jordan",,"=""1594205221""","=""9781594205224""",4,3.96,Penguin Press,Hardcover,480.0,2014.0,2014.0,2021/01/27,2018/04/24,,,read,1,0,"['Nonfiction', 'Science', 'Psychology', 'Self Help', 'Business', 'Philosophy', 'Education']",2021-01-27,2018-04-24,How Not to Be Wrong: The Power of Mathematical Thinking,How Not to Be Wrong: The Power of Mathematical Thinking,"['April 24, 2018 – Shelved as: to-read', 'April 24, 2018 – Shelved', 'Started Reading', 'January 27, 2021 –  Finished Reading']",2018-04-24,,2021-01-27,"['Nonfiction', 'Science', 'Psychology', 'Self Help', 'Business', 'Philosophy', 'Education']",1,0,"['Science', 'Psychology', 'Self Help', 'Business', 'Philosophy', 'Education']",2021.0,1.0,2018,4
56430139,"Shape: The Hidden Geometry of Information, Biology, Strategy, Democracy, and Everything Else",Jordan Ellenberg,"Ellenberg, Jordan",,"=""""","=""""",0,3.77,Penguin Press,Kindle Edition,480.0,2021.0,,,2021/01/27,to-read,to-read (#105),to-read,0,0,"['Science', 'Nonfiction', 'Politics', 'Philosophy', 'History', 'Adult', 'Environment']",,2021-01-27,"Shape: The Hidden Geometry of Information, Biology, Strategy, Democracy, and Everything Else","Shape: The Hidden Geometry of Information, Biology, Strategy, Democracy, and Everything Else","['January 27, 2021 – Shelved', 'January 27, 2021 – Shelved as: to-read']",2021-01-27,,,"['Science', 'Nonfiction', 'Politics', 'Philosophy', 'History', 'Adult', 'Environment']",1,0,"['Science', 'Politics', 'Philosophy', 'History', 'Adult', 'Environment']",,,2021,1
43885052,Change is the Only Constant: The Wisdom of Calculus in a Madcap World,Ben Orlin,"Orlin, Ben",,"=""0316509086""","=""9780316509084""",0,4.32,Black Dog  Leventhal,Hardcover,320.0,2019.0,2019.0,,2021/01/04,to-read,to-read (#104),to-read,0,0,"['Science', 'Nonfiction', 'Humor', 'Philosophy', 'Mathematics', 'Adult', 'Artificial Intelligence', 'Education']",,2021-01-04,Change is the Only Constant: The Wisdom of Calculus in a Madcap World,Change is the Only Constant: The Wisdom of Calculus in a Madcap World,"['January  4, 2021 – Shelved as: to-read', 'January  4, 2021 – Shelved']",2021-01-04,,,"['Science', 'Nonfiction', 'Humor', 'Philosophy', 'Mathematics', 'Adult', 'Artificial Intelligence', 'Education']",1,0,"['Science', 'Humor', 'Philosophy', 'Mathematics', 'Adult', 'Artificial Intelligence', 'Education']",,,2021,1
38967373,"The Disappearing Spoon: And Other True Tales of Rivalry, Adventure, and the History of the World from the Periodic Table of the Elements (Young Readers Edition)",Sam Kean,"Kean, Sam",,"=""""","=""""",3,3.89,"Little, Brown Books for Young Readers",Kindle Edition,240.0,2018.0,2018.0,2021/01/03,2020/11/27,,,read,1,0,"['Science', 'Nonfiction', 'History', 'Childrens', 'Audiobook']",2021-01-03,2020-11-27,"The Disappearing Spoon: And Other True Tales of Rivalry, Adventure, and the History of the World from the Periodic Table of the Elements","The Disappearing Spoon: And Other True Tales of Rivalry, Adventure, and the History of the World from the Periodic Table of the Elements","['November 27, 2020 –  Started Reading', 'November 27, 2020 – Shelved', 'January  3, 2021 –  Finished Reading']",,2020-11-27,2021-01-03,"['Science', 'Nonfiction', 'History', 'Childrens', 'Audiobook']",1,0,"['Science', 'History', 'Childrens', 'Audiobook']",2021.0,1.0,2020,11
71730,Nonviolent Communication: A Language of Life,Marshall B. Rosenberg,"Rosenberg, Marshall B.",Arun Gandhi,"=""1892005034""","=""9781892005038""",0,4.34,Puddledancer Press,Paperback,220.0,2003.0,1999.0,,2021/01/01,to-read,to-read (#103),to-read,0,0,"['Nonfiction', 'Psychology', 'Self Help', 'Language', 'Relationships', 'Parenting', 'Leadership', 'Business', 'Philosophy']",,2021-01-01,Nonviolent Communication: A Language of Life,Nonviolent Communication: A Language of Life,"['January  1, 2021 – Shelved', 'January  1, 2021 – Shelved as: to-read']",2021-01-01,,,"['Nonfiction', 'Psychology', 'Self Help', 'Language', 'Relationships', 'Parenting', 'Leadership', 'Business', 'Philosophy']",1,0,"['Psychology', 'Self Help', 'Language', 'Relationships', 'Parenting', 'Leadership', 'Business', 'Philosophy']",,,2021,1
55794068,Bising,Kurniawan Gunadi,"Gunadi, Kurniawan",,"=""""","=""9786022917601""",4,4.02,Bentang Pustaka,Paperback,164.0,2020.0,,,2020/12/06,,,read,1,0,['Novels'],,2020-12-06,Bising,Bising,"['December  5, 2020 –  Started Reading', 'December  6, 2020 – Shelved', 'December  6, 2020 –  Finished Reading']",,2020-12-05,2020-12-06,['Novels'],0,0,['Novels'],,,2020,12
22504703,The Boy Who Harnessed the Wind,William Kamkwamba,"Kamkwamba, William","Bryan Mealer, Anna Hymas","=""0803740808""","=""9780803740808""",5,4.31,Dial Books,Hardcover,304.0,2015.0,2015.0,,2020/11/25,,,read,1,0,"['Nonfiction', 'Biography', 'Childrens', 'Autobiography', 'Science', 'Cultural', 'Academic', 'History', 'Biography Memoir']",,2020-11-25,The Boy Who Harnessed the Wind,The Boy Who Harnessed the Wind,"['Finished Reading   (Hardcover Edition)', 'Started Reading', 'November 25, 2020 – Shelved', 'November 25, 2020 – Shelved  (Hardcover Edition)', 'November 25, 2020 –  Finished Reading']",,,2020-11-25,"['Nonfiction', 'Biography', 'Childrens', 'Autobiography', 'Science', 'Cultural', 'Academic', 'History', 'Biography Memoir']",1,0,"['Biography', 'Childrens', 'Autobiography', 'Science', 'Cultural', 'Academic', 'History', 'Biography Memoir']",,,2020,11
24839183,The Boy Who Harnessed the Wind,William Kamkwamba,"Kamkwamba, William","Bryan Mealer, Anna Hymas","=""""","=""""",0,4.31,Dial Books,Kindle Edition,306.0,2015.0,2015.0,2020/11/25,2020/11/25,,,read,1,0,"['Nonfiction', 'Biography', 'Childrens', 'Autobiography', 'Science', 'Cultural', 'Academic', 'History', 'Biography Memoir']",2020-11-25,2020-11-25,The Boy Who Harnessed the Wind,The Boy Who Harnessed the Wind,"['Finished Reading   (Hardcover Edition)', 'Started Reading', 'November 25, 2020 – Shelved', 'November 25, 2020 – Shelved  (Hardcover Edition)', 'November 25, 2020 –  Finished Reading']",,,2020-11-25,"['Nonfiction', 'Biography', 'Childrens', 'Autobiography', 'Science', 'Cultural', 'Academic', 'History', 'Biography Memoir']",1,0,"['Biography', 'Childrens', 'Autobiography', 'Science', 'Cultural', 'Academic', 'History', 'Biography Memoir']",2020.0,11.0,2020,11
55741197,Selamat Tinggal,Tere Liye,"Liye, Tere",,"=""""","=""9786020647821""",4,4.33,Gramedia Pustaka Utama,Paperback,360.0,2020.0,,,2020/11/14,,,read,1,0,"['Novels', 'Fiction', 'Asian Literature', 'Inspirational']",,2020-11-14,Selamat Tinggal,Selamat Tinggal,"['Finished Reading', 'November 14, 2020 – Shelved']",,,,"['Novels', 'Fiction', 'Asian Literature', 'Inspirational']",0,1,"['Novels', 'Asian Literature', 'Inspirational']",,,2020,11
21463939,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"Munroe, Randall",,"=""""","=""""",3,4.14,Houghton Mifflin Harcourt,Kindle Edition,321.0,2014.0,2014.0,2020/11/04,2020/11/04,,,read,1,0,"['Nonfiction', 'Science', 'Humor', 'Audiobook', 'Sequential Art', 'Adult', 'Reference']",2020-11-04,2020-11-04,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,"['Started Reading', 'November  4, 2020 – Shelved', 'November  4, 2020 –  Finished Reading']",,,2020-11-04,"['Nonfiction', 'Science', 'Humor', 'Audiobook', 'Sequential Art', 'Adult', 'Reference']",1,0,"['Science', 'Humor', 'Audiobook', 'Sequential Art', 'Adult', 'Reference']",2020.0,11.0,2020,11
51807232,"Troubled Blood (Cormoran Strike, #5)",Robert Galbraith,"Galbraith, Robert",,"=""0751579939""","=""9780751579932""",4,4.35,Sphere,Hardcover,944.0,2020.0,2020.0,2020/11/01,2020/08/25,,,read,1,0,"['Mystery', 'Fiction', 'Audiobook', 'Thriller', 'Contemporary', 'Adult', 'European Literature']",2020-11-01,2020-08-25,Troubled Blood,Troubled Blood,"['August 25, 2020 – Shelved', 'August 25, 2020 – Shelved as: to-read', 'Started Reading', 'November  1, 2020 –  Finished Reading']",2020-08-25,,2020-11-01,"['Mystery', 'Fiction', 'Audiobook', 'Thriller', 'Contemporary', 'Adult', 'European Literature']",0,1,"['Mystery', 'Audiobook', 'Thriller', 'Contemporary', 'Adult', 'European Literature']",2020.0,11.0,2020,8
26530386,"The Vital Question: Energy, Evolution, and the Origins of Complex Life",Nick Lane,"Lane, Nick",,"=""0393352978""","=""9780393352979""",0,4.17,W. W. Norton  Company,Paperback,368.0,2016.0,2015.0,,2020/10/07,to-read,to-read (#102),to-read,0,0,"['Science', 'Nonfiction', 'Biology', 'History', 'Philosophy', 'Environment', 'Audiobook']",,2020-10-07,"The Vital Question: Energy, Evolution, and the Origins of Complex Life","The Vital Question: Energy, Evolution, and the Origins of Complex Life","['October  7, 2020 – Shelved as: to-read', 'October  7, 2020 – Shelved']",2020-10-07,,,"['Science', 'Nonfiction', 'Biology', 'History', 'Philosophy', 'Environment', 'Audiobook']",1,0,"['Science', 'Biology', 'History', 'Philosophy', 'Environment', 'Audiobook']",,,2020,10
35721140,Liquid Rules: The Delightful and Dangerous Substances That Flow Through Our Lives,Mark Miodownik,"Miodownik, Mark",,"=""054485019X""","=""9780544850194""",0,4.12,Mariner Books,Hardcover,256.0,2019.0,2018.0,,2020/09/22,to-read,to-read (#101),to-read,0,0,"['Science', 'Nonfiction', 'Audiobook', 'History', 'Environment', 'Science Nature']",,2020-09-22,Liquid Rules: The Delightful and Dangerous Substances That Flow Through Our Lives,Liquid Rules: The Delightful and Dangerous Substances That Flow Through Our Lives,"['September 22, 2020 – Shelved', 'September 22, 2020 – Shelved as: to-read']",2020-09-22,,,"['Science', 'Nonfiction', 'Audiobook', 'History', 'Environment', 'Science Nature']",1,0,"['Science', 'Audiobook', 'History', 'Environment', 'Science Nature']",,,2020,9
18222843,Stuff Matters: Exploring the Marvelous Materials That Shape Our Man-Made World,Mark Miodownik,"Miodownik, Mark",,"=""0544236041""","=""9780544236042""",0,4.1,Houghton Mifflin Harcourt,Hardcover,272.0,2014.0,2013.0,,2020/09/22,to-read,to-read (#100),to-read,0,0,"['Science', 'Nonfiction', 'History', 'Audiobook', 'Design']",,2020-09-22,Stuff Matters: Exploring the Marvelous Materials That Shape Our Man-Made World,Stuff Matters: Exploring the Marvelous Materials That Shape Our Man-Made World,"['September 22, 2020 – Shelved as: to-read', 'September 22, 2020 – Shelved']",2020-09-22,,,"['Science', 'Nonfiction', 'History', 'Audiobook', 'Design']",1,0,"['Science', 'History', 'Audiobook', 'Design']",,,2020,9
26082916,"Ready Player Two (Ready Player One, #2)",Ernest Cline,"Cline, Ernest",,"=""1524761338""","=""9781524761332""",0,3.43,Ballantine Books,Hardcover,370.0,2020.0,2020.0,,2020/09/13,to-read,to-read (#99),to-read,0,0,"['Science Fiction', 'Fiction', 'Audiobook', 'Fantasy', 'Young Adult', 'Adventure', 'Science Fiction Fantasy', 'Adult', 'Adult Fiction']",,2020-09-13,Ready Player Two,Ready Player Two,"['September 13, 2020 – Shelved', 'September 13, 2020 – Shelved as: to-read']",2020-09-13,,,"['Science Fiction', 'Fiction', 'Audiobook', 'Fantasy', 'Young Adult', 'Adventure', 'Science Fiction Fantasy', 'Adult', 'Adult Fiction']",0,1,"['Science Fiction', 'Audiobook', 'Fantasy', 'Young Adult', 'Adventure', 'Science Fiction Fantasy', 'Adult', 'Adult Fiction']",,,2020,9
11786911,Are You Smart Enough to Work at Google?,William Poundstone,"Poundstone, William",,"=""031609997X""","=""9780316099974""",0,3.53,"Little, Brown and Company",Hardcover,290.0,2012.0,2012.0,,2020/09/13,to-read,to-read (#98),to-read,0,0,"['Nonfiction', 'Business', 'Psychology', 'Self Help', 'Science', 'Mathematics', 'Computer Science']",,2020-09-13,Are You Smart Enough to Work at Google?,Are You Smart Enough to Work at Google?,"['September 13, 2020 – Shelved', 'September 13, 2020 – Shelved as: to-read']",2020-09-13,,,"['Nonfiction', 'Business', 'Psychology', 'Self Help', 'Science', 'Mathematics', 'Computer Science']",1,0,"['Business', 'Psychology', 'Self Help', 'Science', 'Mathematics', 'Computer Science']",,,2020,9
44595007,Indistractable: How to Control Your Attention and Choose Your Life,Nir   Eyal,"Eyal, Nir",Julie Li,"=""194883653X""","=""9781948836531""",0,3.75,Benbella Books,Hardcover,300.0,2019.0,2019.0,,2020/09/11,to-read,to-read (#97),to-read,0,0,"['Nonfiction', 'Self Help', 'Psychology', 'Productivity', 'Business', 'Audiobook', 'Leadership', 'Science']",,2020-09-11,Indistractable: How to Control Your Attention and Choose Your Life,Indistractable: How to Control Your Attention and Choose Your Life,"['September 11, 2020 – Shelved', 'September 11, 2020 – Shelved as: to-read']",2020-09-11,,,"['Nonfiction', 'Self Help', 'Psychology', 'Productivity', 'Business', 'Audiobook', 'Leadership', 'Science']",1,0,"['Self Help', 'Psychology', 'Productivity', 'Business', 'Audiobook', 'Leadership', 'Science']",,,2020,9
55059013,"5 cm : Aku , Kamu , Samudera dan Bintang - bintang",Donny Dhirgantoro,"Dhirgantoro, Donny",,"=""""","=""9786020524665""",4,3.7,Grasindo,Paperback,516.0,2020.0,,2020/08/16,2020/08/25,,,read,1,0,[],2020-08-16,2020-08-25,"5 cm : Aku , Kamu , Samudera dan Bintang - bintang","5 cm : Aku , Kamu , Samudera dan Bintang - bintang","['Started Reading', 'August 16, 2020 –  Finished Reading', 'August 25, 2020 – Shelved']",,,2020-08-16,[''],0,0,[''],2020.0,8.0,2020,8
7015403,The Gifts of Imperfection,Brené Brown,"Brown, Brené",,"=""159285849X""","=""9781592858491""",0,4.23,Hazelden Publishing,Paperback,137.0,2010.0,2010.0,,2020/08/15,to-read,to-read (#96),to-read,0,0,"['Nonfiction', 'Self Help', 'Psychology', 'Audiobook', 'Health', 'Spirituality', 'Inspirational', 'Philosophy']",,2020-08-15,The Gifts of Imperfection,The Gifts of Imperfection,"['August 15, 2020 – Shelved', 'August 15, 2020 – Shelved as: to-read']",2020-08-15,,,"['Nonfiction', 'Self Help', 'Psychology', 'Audiobook', 'Health', 'Spirituality', 'Inspirational', 'Philosophy']",1,0,"['Self Help', 'Psychology', 'Audiobook', 'Health', 'Spirituality', 'Inspirational', 'Philosophy']",,,2020,8
43875794,"Dark Pattern (The Naturalist, #4)",Andrew Mayne,"Mayne, Andrew",,"=""""","=""""",5,4.16,Thomas & Mercer,Kindle Edition,316.0,2019.0,2019.0,2020/07/31,2020/07/31,,,read,1,0,"['Mystery', 'Thriller', 'Fiction', 'Audiobook', 'Suspense', 'Business']",2020-07-31,2020-07-31,Dark Pattern,Dark Pattern,"['Started Reading', 'July 31, 2020 – Shelved', 'July 31, 2020 –  Finished Reading']",,,2020-07-31,"['Mystery', 'Thriller', 'Fiction', 'Audiobook', 'Suspense', 'Business']",0,1,"['Mystery', 'Thriller', 'Audiobook', 'Suspense', 'Business']",2020.0,7.0,2020,7
38314066,"Murder Theory (The Naturalist, #3)",Andrew Mayne,"Mayne, Andrew",,"=""""","=""""",4,4.22,Thomas & Mercer,Kindle Edition,314.0,2019.0,2019.0,2020/07/24,2020/07/24,,,read,1,0,"['Mystery', 'Thriller', 'Fiction', 'Suspense', 'Audiobook']",2020-07-24,2020-07-24,Murder Theory,Murder Theory,"['Started Reading', 'July 24, 2020 – Shelved', 'July 24, 2020 –  Finished Reading']",,,2020-07-24,"['Mystery', 'Thriller', 'Fiction', 'Suspense', 'Audiobook']",0,1,"['Mystery', 'Thriller', 'Suspense', 'Audiobook']",2020.0,7.0,2020,7
